Ort;Plz;Vorwahl;Bundesland
Ausacker;24975;04634;Schlewig-Holstein
Ausleben;39393;039404;Sachsen-Anhalt
Außernzell;94532;09903;Bayern
Authausen;04849;034243;Sachsen
Auufer;25548;04822;Schlewig-Holstein
Auw;54597;06552;Rheinland-Pfalz
Auw;54664;06562;Rheinland-Pfalz
Auwies;94568;;Bayern
Aventoft;25927;04664;Schlewig-Holstein
Averlak;25715;04855;Schlewig-Holstein
Axien;06922;035386;Sachsen-Anhalt
Axstedt;27729;04748;Niedersachsen
Aying;85653;08095;Bayern
Ayl;54441;06581;Rheinland-Pfalz
Aystetten;86482;0821;Bayern
Azmannsdorf;99198;0361;Thüringen
Azmannsdorf;99198;0361;Thüringen
Baabe;18586;038303;Mecklenburg-Vorpommern
Baalberge;06408;03471;Sachsen-Anhalt
Baar;56729;02656;Rheinland-Pfalz
Baar;86674;08276;Bayern
Baar-Ebenhausen;85107;08453;Bayern
Baarz;19309;038758;Brandenburg
Baasdorf;06388;03496;Sachsen-Anhalt
Babben;03246;035324;Brandenburg
Bäbelin;23992;038429;Mecklenburg-Vorpommern
Baben;39596;039388;Sachsen-Anhalt
Babenhausen;64832;06073;Hessen
Babenhausen;87727;08333;Bayern
Babensham;83547;08071;Bayern
Babke;17237;039829;Mecklenburg-Vorpommern
Babst;23992;038429;Mecklenburg-Vorpommern
Bach;04828;034383;Sachsen
Bach;83364;08666;Bayern
Bach;83739;08025;Bayern
Bach;93090;09403;Bayern
Bacharach;55422;06743;Rheinland-Pfalz
Bachenberg;57610;02681;Rheinland-Pfalz
Bachfeld;96528;036766;Thüringen
Bachhagel;89429;09077;Bayern
Bächingen;89431;07325;Bayern
Bachzelten;84428;08086;Bayern
Backnang;71522;07191;Baden-Württemberg
Bad Abbach;93077;09405;Bayern
Bad Aibling;83043;08061;Bayern
Bad Alexandersbad;95680;09232;Bayern
Bad Arolsen;34454;05691;Hessen
Bad Bayersoien;82435;08845;Bayern
Bad Bederkesa;27624;04745;Niedersachsen
Bad Bellingen;79415;07635;Baden-Württemberg
Bad Bentheim;48455;05922;Niedersachsen
Bad Bergzabern;76887;06343;Rheinland-Pfalz
Bad Berka;99438;036458;Thüringen
Bad Berleburg;57319;02751;Nordrhein-Westfalen
Bad Berneck;95460;09273;Bayern
Bad Bertrich;56864;02674;Rheinland-Pfalz
Bad Bevensen;29549;05821;Niedersachsen
Bad Bibra;06647;034465;Sachsen-Anhalt
Bad Birnbach;84364;08563;Bayern
Bad Blankenburg;07422;036741;Thüringen
Bad Bocklet;97708;09708;Bayern
Bad Bodenteich;29389;05824;Niedersachsen
Bad Brambach;08648;037438;Sachsen
Bad Bramstedt;24576;04192;Schlewig-Holstein
Bad Breisig;53498;02633;Rheinland-Pfalz
Bad Brückenau;97769;09741;Bayern
Bad Buchau;88422;07582;Baden-Württemberg
Bad Camberg;65520;06434;Hessen
Bad Colberg-Heldburg;98663;036871;Thüringen
Bad Ditzenbach;73342;07334;Baden-Württemberg
Bad Doberan;18209;038203;Mecklenburg-Vorpommern
Bad Driburg;33014;05253;Nordrhein-Westfalen
Bad Düben;04849;034243;Sachsen
Bad Dürkheim;67098;06322;Rheinland-Pfalz
Bad Dürrenberg;06231;03462;Sachsen-Anhalt
Bad Dürrheim;78073;07706;Baden-Württemberg
Bad Eilsen;31707;05722;Niedersachsen
Bad Elster;08645;037437;Sachsen
Bad Ems;56130;02603;Rheinland-Pfalz
Bad Emstal;34308;05624;Hessen
Bad Endbach;35080;02776;Hessen
Bad Endorf;83093;08053;Bayern
Bad Essen;49152;05472;Niedersachsen
Bad Feilnbach;83075;08066;Bayern
Bad Frankenhausen;06567;034671;Thüringen
Bad Freienwalde;16259;03344;Brandenburg
Bad Friedrichshall;74177;07136;Baden-Württemberg
Bad Füssing;94072;08531;Bayern
Bad Gandersheim;37581;05382;Niedersachsen
Bad Gottleuba;01816;035023;Sachsen
Bad Griesbach;94086;08532;Bayern
Bad Grönenbach;87730;08334;Bayern
Bad Grund;37539;05327;Niedersachsen
Bad Harzburg;38667;05322;Niedersachsen
Bad Heilbrunn;83670;08046;Bayern
Bad Herrenalb;76332;07083;Baden-Württemberg
Bad Hersfeld;36251;06621;Hessen
Bad Homburg;61348;06172;Hessen
Bad Homburg;61350;06172;Hessen
Bad Homburg;61352;06172;Hessen
Bad Honnef;53604;02224;Nordrhein-Westfalen
Bad Hönningen;53557;02635;Rheinland-Pfalz
Bad Iburg;49186;05403;Niedersachsen
Bad Karlshafen;34385;05672;Hessen
Bad Kissingen;97688;0971;Bayern
Bad Kleinen;23996;038423;Mecklenburg-Vorpommern
Bad Klosterlausnitz;07639;036601;Thüringen
Bad Kohlgrub;82433;08845;Bayern
Bad König;64732;06063;Hessen
Bad Königshofen;97631;09761;Bayern
Bad Kösen;06628;034463;Sachsen-Anhalt
Bad Köstritz;07586;036605;Thüringen
Bad Kreuznach;55543;0671;Rheinland-Pfalz
Bad Kreuznach;55545;0671;Rheinland-Pfalz
Bad Krozingen;79189;07633;Baden-Württemberg
Bad Laasphe;57334;02752;Nordrhein-Westfalen
Bad Laer;49196;05424;Niedersachsen
Bad Langensalza;99947;03603;Thüringen
Bad Lauchstädt;06246;034635;Sachsen-Anhalt
Bad Lausick;04651;034345;Sachsen
Bad Lauterberg;37431;05524;Niedersachsen
Bad Liebenstein;36448;036961;Thüringen
Bad Liebenwerda;04924;035341;Brandenburg
Bad Liebenzell;75378;07052;Baden-Württemberg
Bad Lippspringe;33175;05252;Nordrhein-Westfalen
Bad Marienberg;56470;02661;Rheinland-Pfalz
Bad Mergentheim;97980;07931;Baden-Württemberg
Bad Münder;31848;05042;Niedersachsen
Bad Münster-Ebernburg;55583;06708;Rheinland-Pfalz
Bad Münstereifel;53902;02253;Nordrhein-Westfalen
Bad Muskau;02953;035771;Sachsen
Bad Nauheim;61231;06032;Hessen
Bad Nenndorf;31542;05723;Niedersachsen
Bad Neuenahr-Ahrweiler;53474;02641;Rheinland-Pfalz
Bad Neustadt;97616;09771;Bayern
Bad Oeynhausen;32545;05731;Nordrhein-Westfalen
Bad Oeynhausen;32547;05731;Nordrhein-Westfalen
Bad Oeynhausen;32549;05731;Nordrhein-Westfalen
Bad Oldesloe;23843;04531;Schlewig-Holstein
Bad Orb;63619;06052;Hessen
Bad Peterstal-Griesbach;77740;07806;Baden-Württemberg
Bad Pyrmont;31812;05281;Niedersachsen
Bad Rappenau;74906;07264;Baden-Württemberg
Bad Reichenhall;83435;08651;Bayern
Bad Rippoldsau-Schapbach;77776;07839;Baden-Württemberg
Bad Rodach;96476;09564;Bayern
Bad Rothenfelde;49214;05424;Niedersachsen
Bad Saarow-Pieskow;15526;033631;Brandenburg
Bad Sachsa;37441;05523;Niedersachsen
Bad Säckingen;79713;07761;Baden-Württemberg
Bad Salzdetfurth;31162;05063;Niedersachsen
Bad Salzschlirf;36364;06648;Hessen
Bad Salzuflen;32105;05222;Nordrhein-Westfalen
Bad Salzuflen;32107;05222;Nordrhein-Westfalen
Bad Salzuflen;32108;05222;Nordrhein-Westfalen
Bad Salzungen;36433;03695;Thüringen
Bad Sassendorf;59505;02927;Nordrhein-Westfalen
Bad Saulgau;88348;07581;Baden-Württemberg
Bad Schandau;01814;035022;Sachsen
Bad Schmiedeberg;06905;034925;Sachsen-Anhalt
Bad Schönborn;76669;07253;Baden-Württemberg
Bad Schussenried;88427;07583;Baden-Württemberg
Bad Schwalbach;65307;06124;Hessen
Bad Schwartau;23611;0451;Schlewig-Holstein
Bad Segeberg;23795;04551;Schlewig-Holstein
Bad Sobernheim;55566;06751;Rheinland-Pfalz
Bad Soden;65812;06196;Hessen
Bad Soden-Salmünster;63628;06056;Hessen
Bad Sooden-Allendorf;37242;05652;Hessen
Bad Staffelstein;96231;09573;Bayern
Bad Steben;95138;09288;Bayern
Bad Suderode;06507;039485;Sachsen-Anhalt
Bad Sulza;99518;036461;Thüringen
Bad Sülze;18334;038229;Mecklenburg-Vorpommern
Bad Teinach-Zavelstein;75385;07053;Baden-Württemberg
Bad Tennstedt;99955;036041;Thüringen
Bad Tölz;83646;08041;Bayern
Bad Überkingen;73337;07331;Baden-Württemberg
Bad Urach;72574;07125;Baden-Württemberg
Bad Vilbel;61118;06101;Hessen
Bad Waldsee;88339;07524;Baden-Württemberg
Bad Wiessee;83707;08022;Bayern
Bad Wildbad;75323;07081;Baden-Württemberg
Bad Wildungen;34537;05621;Hessen
Bad Wilsnack;19336;038791;Brandenburg
Bad Wimpfen;74206;07063;Baden-Württemberg
Bad Windsheim;91438;09841;Bayern
Bad Wörishofen;86825;08247;Bayern
Bad Wünnenberg;33181;02953;Nordrhein-Westfalen
Bad Wurzach;88410;07564;Baden-Württemberg
Bad Zwesten;34596;05626;Hessen
Bad Zwischenahn;26160;04403;Niedersachsen
Badbergen;49635;05433;Niedersachsen
Baddeckenstedt;38271;05345;Niedersachsen
Badeborn;06493;039483;Sachsen-Anhalt
Badekow;19258;038842;Mecklenburg-Vorpommern
Badel;39624;039009;Sachsen-Anhalt
Badem;54657;06563;Rheinland-Pfalz
Baden-Baden;76530;07221;Baden-Württemberg
Baden-Baden;76532;07221;Baden-Württemberg
Baden-Baden;76534;07221;Baden-Württemberg
Badendorf;23619;0451;Schlewig-Holstein
Badenhard;56291;06746;Rheinland-Pfalz
Badenhausen;37534;05522;Niedersachsen
Badenheim;55576;06701;Rheinland-Pfalz
Badenmühle;18209;038203;Mecklenburg-Vorpommern
Badenweiler;79410;07632;Baden-Württemberg
Badersleben;38836;039422;Sachsen-Anhalt
Badingen;16775;03307;Brandenburg
Badingen;39579;039324;Sachsen-Anhalt
Badisch Schöllenbach;64754;;Baden-Württemberg
Badow;19209;038874;Mecklenburg-Vorpommern
Badra;99706;03632;Thüringen
Baek;19348;038782;Brandenburg
Baesweiler;52499;02401;Nordrhein-Westfalen
Bagemühl;17326;039742;Brandenburg
Bagenz;03130;035697;Brandenburg
Bagow;14778;033838;Brandenburg
Bahlenhüschen;19089;03861;Mecklenburg-Vorpommern
Bahlingen;79353;07663;Baden-Württemberg
Bahnhof Zimmernsupra-Töttelstädt;99100;;Thüringen
Bahnhof Zimmernsupra-Töttelstädt;99100;;Thüringen
Bahnitz;14715;033877;Brandenburg
Bahnsdorf;01983;035751;Brandenburg
Bahnsdorf;04895;035365;Brandenburg
Bahnstock;88441;07582;Baden-Württemberg
Bahratal;01816;035023;Sachsen
Bahrdorf;38459;05358;Niedersachsen
Bahren;03249;035323;Brandenburg
Bahrenborstel;27245;05763;Niedersachsen
Bahrendorf;39171;039205;Sachsen-Anhalt
Bahrenfleth;25569;04824;Schlewig-Holstein
Bahrenhof;23845;04550;Schlewig-Holstein
Bahrenhorst;18211;038203;Mecklenburg-Vorpommern
Bahretal;01819;035025;Sachsen
Bahro;15898;033656;Brandenburg
Baienfurt;88255;0751;Baden-Württemberg
Baierbach;84171;08705;Bayern
Baierbrunn;82065;089;Bayern
Baierhof;73079;;Baden-Württemberg
Baiern;85625;08093;Bayern
Baiersbronn;72270;07442;Baden-Württemberg
Baiersdorf;91083;09133;Bayern
Baindt;88255;07502;Baden-Württemberg
Baisweil;87650;08340;Bayern
Baitz;14806;033841;Brandenburg
Bäk;23909;04541;Schlewig-Holstein
Bakum;49456;04446;Niedersachsen
Bälau;23881;04542;Schlewig-Holstein
Balderschwang;87538;08328;Bayern
Baldham;85598;08106;Bayern
Baldringen;54314;06587;Rheinland-Pfalz
Balduinstein;65558;06432;Rheinland-Pfalz
Balesfeld;54597;06553;Rheinland-Pfalz
Balge;31609;05022;Niedersachsen
Balgheim;78582;07424;Baden-Württemberg
Balgstädt;06632;034464;Sachsen-Anhalt
Balingen;72336;07433;Baden-Württemberg
Balje;21730;04753;Niedersachsen
Balkenkoppel;18320;038225;Mecklenburg-Vorpommern
Ballendorf;89177;07340;Baden-Württemberg
Ballenstedt;06493;039483;Sachsen-Anhalt
Ballerstedt;39606;039328;Sachsen-Anhalt
Ballhausen;99955;036041;Thüringen
Ballrechten-Dottingen;79282;07634;Baden-Württemberg
Ballstädt;99869;036255;Thüringen
Ballstedt;99439;036452;Thüringen
Balow;19300;038752;Mecklenburg-Vorpommern
Bälow;19322;038791;Brandenburg
Baltmannsweiler;73666;07153;Baden-Württemberg
Baltrum;26579;04939;Niedersachsen
Balve;58802;02375;Nordrhein-Westfalen
Balzhausen;86483;08281;Bayern
Balzheim;88481;07347;Baden-Württemberg
Bamberg;96047;0951;Bayern
Bamberg;96049;0951;Bayern
Bamberg;96050;0951;Bayern
Bamberg;96052;0951;Bayern
Bamme;14715;03385;Brandenburg
Bammental;69245;06223;Baden-Württemberg
Bandau;38486;039000;Sachsen-Anhalt
Bandekow;19249;038855;Mecklenburg-Vorpommern
Bandekow;19273;038844;Mecklenburg-Vorpommern
Bandelin;17506;038353;Mecklenburg-Vorpommern
Bandenitz;19230;038859;Mecklenburg-Vorpommern
Bandow;18258;03844;Mecklenburg-Vorpommern
Bann;66851;06371;Rheinland-Pfalz
Bannberscheid;56424;02602;Rheinland-Pfalz
Bannesdorf;23769;04372;Schlewig-Holstein
Bannewitz;01728;0351;Sachsen
Banteln;31029;05182;Niedersachsen
Bantikow;16868;033979;Brandenburg
Bantin;19246;038851;Mecklenburg-Vorpommern
Banzendorf;16835;033933;Brandenburg
Banzenhof;54619;06559;Rheinland-Pfalz
Banzin;19260;038848;Mecklenburg-Vorpommern
Banzkow;19079;03868;Mecklenburg-Vorpommern
Barbelroth;76889;06343;Rheinland-Pfalz
Barbing;93092;09401;Bayern
Barby;39249;039298;Sachsen-Anhalt
Barchfeld;36456;036961;Thüringen
Bardenitz;14913;033748;Brandenburg
Bardowick;21357;04131;Niedersachsen
Bärenbach;55483;06543;Rheinland-Pfalz
Bärenbach;55758;06784;Rheinland-Pfalz
Bärenbach;73655;;Baden-Württemberg
Bärenbrunnerhof;66996;06391;Rheinland-Pfalz
Bärenbrunnermühle;66996;06391;Rheinland-Pfalz
Barenburg;27245;04273;Niedersachsen
Barendorf;21397;04137;Niedersachsen
Barendorf;23936;03841;Mecklenburg-Vorpommern
Bärenhof;73529;07165;Baden-Württemberg
Bärenklau;03172;035691;Brandenburg
Bärenklau;16727;033052;Brandenburg
Bärenstein;01768;035054;Sachsen
Bärenstein;09471;037347;Sachsen
Bärenthal;78580;07466;Baden-Württemberg
Barenthin;16866;033972;Brandenburg
Bargenstedt;25704;04832;Schlewig-Holstein
Bargfeld-Stegen;23863;04532;Schlewig-Holstein
Bargholz;25563;04822;Schlewig-Holstein
Bargischow;17398;03971;Mecklenburg-Vorpommern
Bargstall;24806;04335;Schlewig-Holstein
Bargstedt;21698;04164;Niedersachsen
Bargstedt;24793;04392;Schlewig-Holstein
Bargteheide;22941;04532;Schlewig-Holstein
Bargum;25842;04672;Schlewig-Holstein
Bark;23826;04558;Schlewig-Holstein
Barkelsby;24360;04358;Schlewig-Holstein
Barkenholm;25791;04836;Schlewig-Holstein
Barkhorn;24863;04627;Schlewig-Holstein
Barkow;19395;038735;Mecklenburg-Vorpommern
Barleben;39179;039203;Sachsen-Anhalt
Barlt;25719;04857;Schlewig-Holstein
Barmissen;24245;04302;Schlewig-Holstein
Barmstedt;25355;04123;Schlewig-Holstein
Bärnau;95671;09635;Bayern
Barneberg;39393;039402;Sachsen-Anhalt
Barnekow;23968;03841;Mecklenburg-Vorpommern
Barnewitz;14715;033876;Brandenburg
Barnin;19089;03863;Mecklenburg-Vorpommern
Barnitz;23858;04533;Schlewig-Holstein
Bärnsdorf;01471;035207;Sachsen
Barnstädt;06268;034771;Sachsen-Anhalt
Barnstedt;21406;0451;Niedersachsen
Barnstorf;49406;05442;Niedersachsen
Barntrup;32683;05263;Nordrhein-Westfalen
Barsbek;24217;04344;Schlewig-Holstein
Barsbüttel;22885;040;Schlewig-Holstein
Barsdorf;16775;033087;Brandenburg
Barsikow;16845;03391;Brandenburg
Barsinghausen;30890;05105;Niedersachsen
Barßel;26676;04499;Niedersachsen
Bartelshagen II;18314;038227;Mecklenburg-Vorpommern
Bartenshagen;18209;038203;Mecklenburg-Vorpommern
Bartensleben;39343;039050;Sachsen-Anhalt
Barth;18356;038231;Mecklenburg-Vorpommern
Bartholomä;73566;07173;Baden-Württemberg
Bartow;17089;039991;Mecklenburg-Vorpommern
Barum;21357;04133;Niedersachsen
Barum;29576;05806;Niedersachsen
Baruth;15837;033704;Brandenburg
Barver;49453;05448;Niedersachsen
Bärwalde;14913;033744;Brandenburg
Barwedel;38476;05366;Niedersachsen
Barweiler;53534;02691;Rheinland-Pfalz
Bärweiler;55606;06751;Rheinland-Pfalz
Barzig;01994;035329;Brandenburg
Basberg;54578;06593;Rheinland-Pfalz
Basdahl;27432;04766;Niedersachsen
Basdorf;16352;033397;Brandenburg
Basdorf;16818;033929;Brandenburg
Basedow;17139;03998;Mecklenburg-Vorpommern
Basedow;21483;04153;Schlewig-Holstein
Bassenheim;56220;02625;Rheinland-Pfalz
Bassum;27211;04241;Niedersachsen
Bastheim;97654;09773;Bayern
Basthorst;21493;04159;Schlewig-Holstein
Bastorf;18230;038293;Mecklenburg-Vorpommern
Battaune;04838;034244;Sachsen
Battenberg;35088;06452;Hessen
Battenberg;67271;06359;Rheinland-Pfalz
Battgendorf;99625;03635;Thüringen
Battin;06917;03537;Sachsen-Anhalt
Battinsthal;17328;039746;Mecklenburg-Vorpommern
Battweiler;66484;06337;Rheinland-Pfalz
Batzlow;15377;033437;Brandenburg
Bauda;01561;03522;Sachsen
Baudenbach;91460;09164;Bayern
Bauerbach;98617;036945;Thüringen
Bauerkuhl;19372;038721;Mecklenburg-Vorpommern
Bauler;53534;02692;Rheinland-Pfalz
Bauler;54673;06524;Rheinland-Pfalz
Baumersroda;06632;034632;Sachsen-Anhalt
Baumgarten;16775;033083;Brandenburg
Baumgarten;18246;038462;Mecklenburg-Vorpommern
Baumholder;55774;06783;Rheinland-Pfalz
Baunach;96148;09544;Bayern
Baunatal;34225;0561;Hessen
Bausendorf;54538;06532;Rheinland-Pfalz
Baustert;54636;06527;Rheinland-Pfalz
Bautzen;02625;03591;Sachsen
Bawinkel;49844;05963;Niedersachsen
Bayerbach;84092;08774;Bayern
Bayerbach;94137;08532;Bayern
Bayerfeld-Steckweiler;67808;06362;Rheinland-Pfalz
Bayerisch Eisenstein;94252;09925;Bayern
Bayerisch Gmain;83457;08651;Bayern
Bayreuth;95444;0921;Bayern
Bayreuth;95445;0921;Bayern
Bayreuth;95447;0921;Bayern
Bayreuth;95448;0921;Bayern
Bayrischzell;83735;08023;Bayern
Bebendorf;37308;036082;Thüringen
Bebensee;23816;04552;Schlewig-Holstein
Beberstedt;99976;036023;Thüringen
Bebertal;39343;039062;Sachsen-Anhalt
Beblinstetten;87770;;Bayern
Bebra;36179;06622;Hessen
Becheln;56132;02603;Rheinland-Pfalz
Bechelsdorf;23923;038828;Mecklenburg-Vorpommern
Bechenheim;55234;06736;Rheinland-Pfalz
Becherbach;55608;06757;Rheinland-Pfalz
Becherbach;67827;06364;Rheinland-Pfalz
Bechhofen;66894;06372;Rheinland-Pfalz
Bechhofen;91572;09822;Bayern
Bechstedt;07426;036730;Thüringen
Bechstedtstraß;99428;03643;Thüringen
Bechtheim;67595;06242;Rheinland-Pfalz
Bechtolsheim;55234;06733;Rheinland-Pfalz
Bechtsrieth;92699;09651;Bayern
Beckdorf;21643;04167;Niedersachsen
Beckedorf;31699;05725;Niedersachsen
Beckedorfer Schacht;31698;;Niedersachsen
Beckeln;27243;04244;Niedersachsen
Beckendorf;39393;039404;Sachsen-Anhalt
Beckenhof;66955;;Rheinland-Pfalz
Beckenkrug;17194;039934;Mecklenburg-Vorpommern
Beckentin;19300;038756;Mecklenburg-Vorpommern
Beckingen;66701;06835;Saarland
Beckum;59269;02521;Nordrhein-Westfalen
Bedburg;50181;02272;Nordrhein-Westfalen
Bedburg-Hau;47551;02821;Nordrhein-Westfalen
Bedesbach;66885;06381;Rheinland-Pfalz
Beedenbostel;29355;05145;Niedersachsen
Beelen;48361;02586;Nordrhein-Westfalen
Beelitz;14547;033204;Brandenburg
Beelitz;39596;039321;Sachsen-Anhalt
Beendorf;39343;039050;Sachsen-Anhalt
Beenz;17258;039888;Brandenburg
Beerbaum;16259;033451;Brandenburg
Beerfelde;15518;033637;Brandenburg
Beerfelden;64743;06068;Hessen
Beesdau;15926;03544;Brandenburg
Beesenlaublingen;06425;034692;Sachsen-Anhalt
Beesenstedt;06198;034607;Sachsen-Anhalt
Beeskow;15848;03366;Brandenburg
Beesten;49832;05905;Niedersachsen
Beestland;17111;03998;Mecklenburg-Vorpommern
Beetz;16766;033055;Brandenburg
Beetzendorf;38489;039000;Sachsen-Anhalt
Beggerow;17111;03998;Mecklenburg-Vorpommern
Behlendorf;23919;04544;Schlewig-Holstein
Behlow;15868;033671;Brandenburg
Behnkendorf;18510;038328;Mecklenburg-Vorpommern
Behnsdorf;39356;039055;Sachsen-Anhalt
Behrendorf;25850;04843;Schlewig-Holstein
Behrendorf;39606;039393;Sachsen-Anhalt
Behrenhoff;17498;038356;Mecklenburg-Vorpommern
Behren-Lübchin;17179;039972;Mecklenburg-Vorpommern
Behrensdorf;15864;033677;Brandenburg
Behrensdorf;24321;04381;Schlewig-Holstein
Behringen;99326;03629;Thüringen
Behringen;99947;036254;Thüringen
Behringer Schenke;99326;03629;Thüringen
Behrungen;98631;036944;Thüringen
Bei den Tongruben;63543;;Hessen
Beicha;04720;034325;Sachsen
Beichlingen;99625;03635;Thüringen
Beidendorf;23996;038424;Mecklenburg-Vorpommern
Beidenfleth;25573;04829;Schlewig-Holstein
Beierfeld;08340;03774;Sachsen
Beiersdorf;02736;035872;Sachsen
Beiersdorf;04924;035365;Brandenburg
Beiersdorf;16259;033451;Brandenburg
Beierstedt;38382;05354;Niedersachsen
Beilingen;54662;06562;Rheinland-Pfalz
Beilngries;92339;08461;Bayern
Beilrode;04886;03421;Sachsen
Beilstein;56814;02673;Rheinland-Pfalz
Beilstein;71717;07062;Baden-Württemberg
Beimerstetten;89179;07348;Baden-Württemberg
Beindersheim;67259;06233;Rheinland-Pfalz
Beinerstadt;98660;036873;Thüringen
Beinhausen;54552;02692;Rheinland-Pfalz
Bekdorf;25554;04823;Schlewig-Holstein
Bekmünde;25524;04821;Schlewig-Holstein
Bekond;54340;06502;Rheinland-Pfalz
Belau;24601;04323;Schlewig-Holstein
Beldorf;25557;04872;Schlewig-Holstein
Belg;56858;06543;Rheinland-Pfalz
Belgern;04874;034224;Sachsen
Belgershain;04683;034347;Sachsen
Belgweiler;55469;06761;Rheinland-Pfalz
Bell;56288;06762;Rheinland-Pfalz
Bell;56745;02652;Rheinland-Pfalz
Belleben;06425;034692;Sachsen-Anhalt
Bellenberg;89287;07306;Bayern
Bellers;36208;06678;Hessen
Bellevue;74357;;Baden-Württemberg
Bellheim;76756;07272;Rheinland-Pfalz
Bellin;18292;038458;Mecklenburg-Vorpommern
Belling;17309;039741;Mecklenburg-Vorpommern
Bellingen;39579;039365;Sachsen-Anhalt
Bellingen;56459;02663;Rheinland-Pfalz
Bellstedt;99713;036020;Thüringen
Belm;49191;05406;Niedersachsen
Below;17209;039925;Mecklenburg-Vorpommern
Belrieth;98617;036949;Thüringen
Belsch;19230;038854;Mecklenburg-Vorpommern
Belsdorf;39356;039055;Sachsen-Anhalt
Beltheim;56290;06762;Rheinland-Pfalz
Belum;21785;04752;Niedersachsen
Belzhof;73494;07967;Baden-Württemberg
Belzig;14806;033841;Brandenburg
Bembermühle;56203;02624;Rheinland-Pfalz
Bembsmühle;56170;;Rheinland-Pfalz
Bembsmühle;56170;;Rheinland-Pfalz
Bempflingen;72658;07123;Baden-Württemberg
Benckendorf;23942;038826;Mecklenburg-Vorpommern
Bendeleben;99706;034671;Thüringen
Bendelin;19339;038787;Brandenburg
Bendestorf;21227;0451;Niedersachsen
Bendfeld;24217;04344;Schlewig-Holstein
Bendhof;19205;03886;Mecklenburg-Vorpommern
Bendorf;25557;04827;Schlewig-Holstein
Bendorf;56170;02622;Rheinland-Pfalz
Benediktbeuern;83671;08857;Bayern
Bengel;54538;06532;Rheinland-Pfalz
Benitz;18258;03844;Mecklenburg-Vorpommern
Benjental;67435;;Rheinland-Pfalz
Benken;14806;033849;Brandenburg
Benkendorf;29416;039032;Sachsen-Anhalt
Benkendorf b Salzmünde;06179;034609;Sachsen-Anhalt
Benndorf;06308;034772;Sachsen-Anhalt
Benneckenstein;38877;039457;Sachsen-Anhalt
Bennewitz;04828;03425;Sachsen
Bennhausen;67808;06357;Rheinland-Pfalz
Bennin;19260;038843;Mecklenburg-Vorpommern
Benningen;71726;07144;Baden-Württemberg
Benningen;87734;08331;Bayern
Bennstedt;06179;0345;Sachsen-Anhalt
Bennungen;06536;034651;Sachsen-Anhalt
Benratherhof;54314;06587;Rheinland-Pfalz
Bensdorf;14789;033839;Brandenburg
Benshausen;98554;036843;Thüringen
Bensheim;64625;06251;Hessen
Bentwisch;18182;0381;Mecklenburg-Vorpommern
Bentwisch;19322;03877;Brandenburg
Bentzin;17129;039997;Mecklenburg-Vorpommern
Benz;17429;038379;Mecklenburg-Vorpommern
Benz;19249;038759;Mecklenburg-Vorpommern
Benz;23970;038426;Mecklenburg-Vorpommern
Benzin;19217;03886;Mecklenburg-Vorpommern
Benzweiler;55494;06766;Rheinland-Pfalz
Beratzhausen;93176;09493;Bayern
Berbisdorf;01471;035208;Sachsen
Berching;92334;08462;Bayern
Berchtesgaden;83471;08652;Bayern
Bereborn;56769;02692;Rheinland-Pfalz
Berenbach;56766;02676;Rheinland-Pfalz
Berenbrock;39638;039051;Sachsen-Anhalt
Berendshagen;18239;038295;Mecklenburg-Vorpommern
Berg;53505;02643;Rheinland-Pfalz
Berg;56357;06772;Rheinland-Pfalz
Berg;76768;07273;Rheinland-Pfalz
Berg;82335;08151;Bayern
Berg;83362;08666;Bayern
Berg;83546;08073;Bayern
Berg;88276;0751;Baden-Württemberg
Berg;92348;09189;Bayern
Berg;95180;09293;Bayern
Berg im Gau;86562;08433;Bayern
Berga;06536;034651;Sachsen-Anhalt
Berga;07980;036623;Thüringen
Bergatreute;88368;07527;Baden-Württemberg
Berge;14641;03321;Brandenburg
Berge;19348;038785;Brandenburg
